,Doc,Topic,Doc_ID,ticker,sim_sect
5197,"L3 Technologies, Inc. is a United States based Company, which is a Contractor in Intelligence, Surveillance and Reconnaissance (ISR) systems, aircraft sustainment, simulation and training, night vision and image intensification equipment and security and detection systems. The Company provides a broad range of communication and electronic systems and products used on military and commercial platforms. It operates through three segments: Electronic Systems, Communication Systems and Intelligence, Surveillance & Reconnaissance (ISR) Systems Segment. Electronic Systems provides a broad range of products and services for military and commercial customers in several niche markets across several business areas. Communication Systems delivers products and services for the global communications market. ISR systems segment provides a broad range of intelligence, surveillance and reconnaissance mission solutions.",-1,5197,LLL.N^G19,0.27150682
231,"Equifax Inc. is a global data, analytics and technology company. The Company provides information solutions and human resources business process outsourcing services for businesses, governments and consumers. It operates in four segments: U.S. Information Solutions, International, Workforce Solutions and Global Consumer Solutions. Its products and services are based on databases of consumer and business information derived from various sources, including credit, telecommunications and utility payments, employment, demographic and marketing data. It uses statistical techniques and software tools to analyze all available data, creating customized insights, decision-making solutions and processing services for its clients. It helps consumers understand, manage and protect their personal information and make more informed financial decisions. It also provides commercial credit risk underwriting and management solutions to online and alternative lenders, and commercial finance companies.",-1,231,EFX.N,0.2710305
5200,"Lorillard LLC is a United States-based company. The Company is a manufacturer of cigarettes and electronic cigarettes. Newport prime cigarette brand which includes both menthol and non-menthol product offerings. The Companies product line has four additional brand families marketed under the Kent, True, Maverick, and Old Gold brand names. These five brands include 45 different product offerings which vary in price, taste, flavor, length and packaging. The Company produce cigarettes for both the premium and discount segments of the domestic cigarette market. In the discount segment company identify as the deep discount segment, discount brands are generally less well recognized brands marketed at lower retail prices.",-1,5200,LO.N^F15,0.26835287
486,"Hasbro, Inc. (Hasbro) is a global play and entertainment company. The Company provides toys, games and consumer products, as well as television, movies, digital gaming, and other entertainment experiences. The Company operates through three segments: Consumer Products, Wizards of the Coast & Digital Gaming and Entertainment. The Consumer Products segment engages in the sourcing, marketing and sales of toy and game products across the world. The Wizards of the Coast & Digital Gaming segment engages in the promotion of the Company's brands through the development of trading card, role-playing and digital game experiences based on Hasbro and Wizards of the Coast games. The Entertainment segment engages in the development, acquisition, production, financing, distribution and sale of entertainment content including film, scripted and unscripted television, family programming, digital content, music production and sales, and live entertainment.",-1,486,HAS.OQ,0.26807395
450,"Omnicom Group Inc. is a holding company. The Company provides advertising, marketing and corporate communications services. The Company's branded networks and agencies operate in all markets around the world and provide a range of services, which it groups into disciplines: advertising, customer relationship management (CRM), public relations and healthcare. The Company caters to various industry sectors, such as food and beverage, consumer products, pharmaceuticals and healthcare, financial services, auto, technology, travel and entertainment, telecommunications and retail. The Company's branded networks and agencies conduct business on a global basis and operate in the geographic regions, such as the Americas, which includes North America and Latin America; EMEA, which includes Europe, the Middle East and Africa, and Asia Pacific, which includes Australia, China, India, Japan, Korea, New Zealand, Singapore and other Asian countries.",-1,450,OMC.N,0.26757693
110,"Teradyne, Inc. is a global supplier of automation equipment for test and industrial applications. The Company’s business segments include Semiconductor Test, System Test, Industrial Automation and Wireless Test. The Semiconductor Test segment includes operations related to the design, manufacturing and marketing of semiconductor test products and services. The System Test segment includes operations related to the design, manufacturing and marketing of products and services for defense/aerospace instrumentation test, storage and system level test, and circuit-board test. The Industrial Automation segment includes operations related to the design, manufacturing and marketing of collaborative robotic arms, autonomous mobile robots and advanced robotic control software. The Wireless Test segment includes operations related to the design, manufacturing and marketing of wireless test products and services.",-1,110,TER.OQ,0.26677254
6,"The Boeing Company is an aerospace firm. The Company operates in four segments: Commercial Airplanes (BCA); Defense, Space & Security (BDS); Global Services (BGS), and Boeing Capital (BCC). BCA segment develops, produces and markets commercial jet aircraft and provides fleet support services, principally to the commercial airline industry. BDS segment is engaged in the research, development, production and modification of manned and unmanned military aircraft and weapons systems for strike, surveillance and mobility. BGS segment provides services to commercial and defense customers. BCC's segment portfolio consists of equipment under operating leases, finance leases, notes and other receivables and assets held for sale.",-1,6,BA.N,0.2663264
424,"Autodesk, Inc. is a design software and services company, offering customers productive business solutions through technology products and services. The Company's product offerings are focused in four primary product families: architecture, engineering and construction (AEC), AutoCAD and AutoCAD LT, manufacturing (MFG), and media and entertainment (M&E). It serves customers in the architecture, engineering and construction; manufacturing; and digital media, consumer, and entertainment industries. The Company's product development and manufacturing software provides manufacturers in automotive, transportation, industrial machinery, consumer products and building products with digital engineering solutions. The Company's product offerings include, AutoCAD, AutoCAD LT, 3ds Max, Maya, Revit, Inventor, AutoCAD Civil three-dimensional (3D), computer-aided manufacturing (CAM) Solutions, Fusion 360, BIM 360, PlanGrid, Vault and Shotgun.",-1,424,ADSK.OQ,0.2658145
418,"The Estee Lauder Companies Inc. manufactures and markets skin care, makeup, fragrance and hair care products. The Company offers products, including skin care, makeup, fragrance, hair care and other. The Company operates in beauty products segment. The Company's products are sold in countries and territories under brand names, including Estee Lauder, Clinique, Aramis, Prescriptives, Lab Series, Origins, MAC, Bobbi Brown, La Mer, Aveda, Jo Malone London, Bumble and bumble, Darphin, Smashbox, Le Labo, RODIN olio lusso, Editions de Parfums Frederic Malle, GLAMGLOW, By Kilian, BECCA, Too Faced, Dr. Jart+, Tommy Hilfiger, Donna Karan New York, DKNY, Kiton, Michael Kors, Tom Ford, Dr. Andrew Weil, Ermenegildo Zegna and AERIN. Its skin care products include moisturizers, serums, cleansers, toners, body care, exfoliators, acne and oil correctors, facial masks, and sun care products.",-1,418,EL.N,0.26555556
263,"People’s United Financial, Inc. is the holding company for People’s United Bank, National Association (the Bank). The Company, through the Bank and its subsidiaries, provides commercial banking, retail banking and wealth management services to individual, corporate and municipal customers. The Company operates through two segments: Commercial Banking and Retail Banking. The Commercial Banking segment consists of commercial real estate lending, middle market and business banking, mortgage warehouse and asset-based lending, and the equipment financing operations. This segment also provides treasury management services, capital market capabilities and commercial deposit products. The Retail Banking segment includes consumer lending (including residential mortgage and home equity lending) and consumer deposit gathering activities. This segment also provides brokerage, financial advisory services, investment advisory services, investment management and financial management services.",-1,263,PBCT.OQ,0.26550937
4854,"Mattel, Inc. manufactures and markets a range of toy products around the world. The Company's segments are North America; International, and American Girl. Its portfolio of owned and licensed brands and products are grouped into four brand categories: Dolls, which includes brands such as Barbie, American Girl, Enchantimals and Polly Pocket; Infant, toddler, and preschool includes brands such as Fisher-Price, Thomas & Friends, Power Wheels, Fireman Sam, and Shimmer and Shine; Vehicles include brands such as Hot Wheels, Matchbox, CARS (Disney Pixar), and Jurassic World, and Action figures, building sets, games, and others include brands such as MEGA, UNO, Toy Story, Jurassic World, world wrestling entertainment (WWE), and Star Wars. The Company's offerings include film and television content, gaming, music and live events. It operates in approximately 35 locations and its products are available in more than 150 countries in collaboration with retail and ecommerce companies.",-1,4854,MAT.OQ,0.26496267
437,"Alphabet Inc. is a holding company. The Company's segments include Google and Other Bets. The Company's Google segment includes Google Services and Google Cloud. Its Google Services products and platforms include Android, Chrome, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. Its Google Cloud provides enterprise-ready cloud services, including Google Cloud Platform and Google Workspace. Its Google Cloud Platform enables developers to build, test, and deploy applications on its infrastructure. Its Google Workspace collaboration tools include applications like Gmail, Docs, Drive, Calendar, Meet. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings. Its hardware products include Pixel phones, Chromecast with Google TV and the Google Nest Hub smart display. The Other Bets segment is engaged in the sales of Internet and television services, licensing and research and development (R&D) services.",-1,437,GOOG.OQ,0.26316833
5267,"Staples, Inc. (Staples) is a United States-based company that provides products and services across office supplies, facilities, breakroom, furniture, technology, promotional products, and print and marketing services. The Company supports businesses of all sizes, with delivery capabilities, across multiple channels, including direct sales, e-commerce and mobile. Its services and solutions include print and marketing services, business services, tech services, office services, furniture services, and stable corporate solutions. Its printing services include business cards, copies and documents, signs, banners and posters, marketing materials, envelops and stationery, cards, invitations and announcements and promotional products. Its business services include in-store printing services, business center, shipping services, design services and financial services. Its office services include cleaning, maintenance, office relocation and administrative support.",-1,5267,SPLS.OQ^I17,0.26118895
180,"Teledyne Technologies Incorporated provides enabling technologies for industrial growth markets. The Company's segments include Instrumentation, Digital Imaging, Aerospace and Defense Electronics, and Engineered Systems. Instrumentation segment provides monitoring and control instruments for marine, environmental, industrial and other applications, as well as electronic test and measurement equipment. Digital Imaging segment includes sensors, cameras, imaging payload and systems, within the visible, infrared, ultraviolet and X-ray spectra. Aerospace and Defense Electronics segment provides electronic components and subsystems and communications components and equipment, including defense electronics. Engineered Systems segment provides systems engineering, integration and technology development, and complex manufacturing solutions for defense, space, environmental and energy applications.",-1,180,TDY.N,0.2587681
5272,"SUPERVALU Inc is a United States-based grocery company. The Company serves its customers through a network of owned, franchised and affiliated stores across the country. It operates as wholesaler delivering variety of products to customer locations throughout North America including natural product superstores, independent retailers, conventional supermarket chains, e-commerce retailers, and food service customers.",-1,5272,SVU.N^J18,0.25847453
351,"Automatic Data Processing, Inc. (ADP) is a provider of cloud-based human capital management (HCM) solutions to employers, offering solutions to businesses of various sizes. The Company's segments include Employer Services and Professional Employer Organization (PEO) Services. The Employer Services segment offers a range of technology-based human capital management (HCM) solutions, including strategic, cloud-based platforms, and human resource outsourcing (HRO) solutions. These offerings include payroll services, benefits administration, talent management, human resources (HR) management, workforce management, compliance services, insurance services and retirement services. Its PEO business, called ADP TotalSource, provides clients with employment administration outsourcing solutions. The Company serves over 920,000 clients in 140 countries and territories.",-1,351,ADP.OQ,0.2547232
342,"Bank of America Corporation is a bank holding company and a financial holding company. The Company is a financial institution, serving individual consumers, small- and middle-market businesses, institutional investors, corporations and governments with a range of banking, investing, asset management and other financial and risk management products and services. The Company, through its banking and various non-bank subsidiaries, throughout the United States and in international markets, provides a range of banking and non-bank financial services and products through four business segments: Consumer Banking, which comprises Deposits and Consumer Lending; Global Wealth & Investment Management, which consists of two primary businesses: Merrill Lynch Global Wealth Management and Bank of America Private Bank; Global Banking, which provides a range of lending-related products and services; Global Markets, which offers sales and trading services and research services.",-1,342,BAC.N,0.24853319
147,"Match Group Inc is providing dating products through its portfolio companies which are available globally. The Company’s portfolio of brands includes Tinder, Match, Meetic, OkCupid, Hinge, Pairs, PlentyOfFish, and OurTime, and other brands which are designed for users' to find a connection. Through its portfolio companies and their brands, the Company provide tailored products and enables connections across the spectrum of age, gender and dating goals. Its products are available in over 40 languages to users all over the world.",-1,147,MTCH.OQ,0.2464553
417,"Skyworks Solutions, Inc. is a technology company, which designs, develops, manufactures, and markets semiconductor products, including intellectual property. The Company's analog semiconductors are spanning a number of new applications within the aerospace, automotive, broadband, cellular infrastructure, connected home, entertainment, and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It operates engineering, manufacturing, sales, and service facilities throughout Asia, Europe, and North America. The Company's product portfolio consists of a range of solutions, including Amplifiers, Antenna Tuners, Attenuators, Circulators/Isolators, Wireless analog system on chip (ASoC), Demodulators, Detectors, Diodes, Directional Couplers, Diversity Receive Modules, Light Emitting Diode (LED) Drivers, Low Noise Amplifiers, Phase Locked Loops, Phase Shifters, Power Dividers/Combiners, Synthesizers, Technical Ceramics, and Voltage Controlled Oscillators/Synthesizers.",-1,417,SWKS.OQ,0.24608025
5199,"Legg Mason, Inc. (Legg Mason) is United States-based company. The Company helps investors globally achieve financial outcomes by expanding choice across investment strategies, vehicles, and investor access through independent investment managers with diverse in equity, fixed income, alternative and liquidity investments. Legg Mason’s investment affiliates operate with investment independence, asset classes and markets around the globe. Its affiliates includes, Brandywine Global, Clarion Partners, ClearBridge Investments, Martin Currie, QS Investors, Royce Investment Partners, and Western Asset.",-1,5199,LM.N^H20,0.24607068
5234,"Plum Creek Timber Company, Inc. (Plum Creek) is a private timberland owner in the United States. The Company operates through segments, including Northern Resources segment consists of timberlands in Maine, Michigan, Montana, New Hampshire, Oregon, Vermont, Washington, West Virginia and Wisconsin; Southern Resources segment consists of timberlands in Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Texas, and Virginia; Energy and Natural Resources segment includes natural resource businesses that focus on opportunities for oil and natural gas production, construction aggregates and mineral extraction, wind power and communication and transportation rights of way; Real Estate segment consists of sales of higher value timberlands and non-strategic timberlands, and Other segment provides timber and wood-fiber procurement services. It owns approximately 6.6 million acres of timberlands located in over 19 states.",-1,5234,PCL.N^B16,0.24602222
138,"Monolithic Power Systems, Inc. is a semiconductor company that designs, develops and markets power solutions. The Company operates through one segment that includes the design, development, marketing and sale of analog solutions for the computing and storage, automotive, industrial, communications and consumer markets. The Company's product families include Direct Current (DC) to DC Products and Lighting Control Products. The Company's DC to DC integrated circuits (ICs) are used to convert and control voltages within a range of electronic systems, such as portable electronic devices, wireless local area network (LAN) access points, computers, monitors, infotainment applications and medical equipment. The Lighting control ICs are used in backlighting and general illumination products. Lighting control ICs for backlighting are used in systems that provide the light source for liquid crystal display (LCD) panels found in computers, monitors, car navigation systems and televisions.",-1,138,MPWR.OQ,0.24567752
214,"AMETEK, Inc. (AMETEK), is a manufacturer of electronic instruments and electromechanical devices with operations in North America, Europe, Asia and South America. The Company markets its products across the world through two groups: the Electronic Instruments Group (EIG) and the Electromechanical Group (EMG). EIG provides designing and manufacturing of instruments for the process, power and industrial, and aerospace markets. EMG supplies precision motion control solutions, thermal management systems, specialty metals and electrical interconnects. Its end markets include aerospace and defense, medical, automation and other industrial markets. The Company also provides radio frequency and microwave test and measurement solutions and services.",-1,214,AME.N,0.24553171
5232,"Pitney Bowes Inc. is a global technology company that provides commerce solutions. The Company is principally engaged in offering ecommerce fulfillment, shipping and returns, cross-border ecommerce, office mailing and shipping, presort and financial services. The Company's segments include Global Ecommerce, Presort Services and Sending Technology Solutions. The Global Ecommerce segment offers domestic parcel services, cross-border solutions and digital delivery services. The Presort Services segment is engaged in providing sortation services to qualify first class mail, marketing mail and bound and packet mail for postal workshare discounts. The Sending Technology Solutions segment offers physical and digital mailing and shipping technology solutions, financing, services, supplies and other applications. Its cloud enabled infrastructure provides software-as-a-service offerings delivered online and through mobile devices. The Company also provides revolving credit solutions.",-1,5232,PBI.N,0.24425527
5175,"Harley-Davidson, Inc. is the parent company for the groups of companies doing business as Harley-Davidson Motor Company (HDMC) and Harley-Davidson Financial Services (HDFS). The Company operates through two segments: Motorcycles and Related Products (Motorcycles) and Financial Services. The Motorcycles segment consists of HDMC, which designs, manufactures and sells Harley-Davidson motorcycles as well as motorcycle parts, accessories, general merchandise and services. The Company's products are sold to retail customers primarily through a network of independent dealers. The Financial Services segment consists of HDFS, which is engaged in the business of financing and servicing wholesale inventory receivables and retail consumer loans, primarily for the purchase of Harley-Davidson motorcycles. HDFS also works with certain unaffiliated insurance companies to provide motorcycle insurance and protection products to motorcycle owners.",-1,5175,HOG.N,0.24321757
234,"Broadcom Inc. is a technology company. The Company designs, develops and supplies a range of semiconductor and infrastructure software solutions. It operates through two segments: semiconductor solutions and infrastructure software. Its semiconductor solutions segment includes semiconductor solution product lines, as well as its Internet protocol (IP) licensing. Its infrastructure software segment includes its mainframe, BizOps and cyber security software solutions, and its fiber channel storage area networking (FC SAN) business. It develops semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor (CMOS) based devices and analog III-V based products. It provides semiconductor solutions for managing the movement of data in data center, telecom, enterprise, and embedded networking applications.",-1,234,AVGO.OQ,0.24285106
472,"Fidelity National Information Services, Inc. (FIS) is a provider of technology solutions for merchants, banks and capital markets firms. The Company operates through segments: Merchant Solutions (Merchant), Banking Solutions (Banking), Capital Market Solutions (Capital Markets) and Corporate and Other. The Merchant segment is focused on serving merchants, enabling them to accept electronic payments, including card-based payments, contactless card and mobile wallet, at a physical point of sale, as well as card-not-present payments in eCommerce and mobile environments. The Banking segment is focused on serving financial institutions with core processing software, transaction processing software and applications and services. The Capital Markets segment is focused on serving global financial services clients with an array of buy- and sell-side solutions.",-1,472,FIS.N,0.24256028
421,"IPG Photonics Corporation is a developer, manufacturer and seller of fiber lasers, fiber amplifiers and diode lasers that are used for applications in materials processing. Its portfolio of laser solutions is used in materials processing, communications, medical and advanced applications. It sells its products globally to original equipment manufacturers (OEMs), system integrators and end users. Its manufacturing facilities are located in the United States, Germany, Russia and Belarus. It classifies its principal end markets as material processing, advanced applications, communications and medical procedures. The Company designs and manufactures key components used in its finished products, from semiconductor diodes to optical fiber preforms, finished fiber lasers and amplifiers. It manufactures complementary products used with its lasers including optical delivery cables, fiber couplers, beam switches, optical processing heads, in-line sensors and chillers.",-1,421,IPGP.OQ,0.2420146
175,"Microsoft Corporation is a technology company. The Company develops and supports a range of software products, services, devices, and solutions. The Company's segments include Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Company's products include operating systems; cross-device productivity applications; server applications; business solution applications; desktop and server management tools; software development tools; and video games. It also designs, manufactures, and sells devices, including personal computers (PCs), tablets, gaming and entertainment consoles, other intelligent devices, and related accessories. It offers an array of services, including cloud-based solutions that provide customers with software, services, platforms, and content, and it provides solution support and consulting services. It markets and distributes its products and services through original equipment manufacturers, direct, and distributors and resellers.",-1,175,MSFT.OQ,0.23891185
5218,"Monster Worldwide, Inc. is engaged in connecting people to jobs. The Company offers services in over 40 countries, providing job seeking, career management, recruitment and talent management capabilities. The Company's segments include Careers-North America and Careers-International. It offers digital, social and mobile solutions through its flagship Website monster.com. Its Monster Reach is focused on providing access to the candidates, with a set of job content across desktop, social and mobile. Monster Connections is focused on providing the tools to discover and connect with talent whether on Monster or anywhere on the social Web. Monster Solutions is focused on delivering its technology to a range of commercial, staffing and government customers. Its services and solutions include searchable job advertisements; recruitment media solutions through its advertising network and partnerships; social job distribution; display advertising, and lead generation.",-1,5218,MWW.N^K16,0.23812023
30,"BorgWarner Inc. is a provider of technology solutions for combustion, hybrid and electric vehicles. The Company operates through four segments: Air Management, e-Propulsion & Drivetrain, Fuel Injection and Aftermarket. The Air Management segment offers technology such as turbochargers, eBoosters, eTurbos, timing systems, emissions systems, gasoline ignition technology, smart remote actuators, powertrain sensors, cabin heaters, battery heaters and battery charging. The e-Propulsion & Drivetrain segment offers technologies such as rotating electrical components, power electronics, control modules, software, friction and mechanical products for automatic transmissions products. The Fuel Injection segment develops and manufactures gasoline and diesel fuel injection components and systems. The Aftermarket segment offer products that include a range of solutions covering the fuel injection, electronics and engine management, maintenance, and test equipment and vehicle diagnostics categories.",-1,30,BWA.N,0.23789
355,"eBay Inc. is a global commerce company, which includes its marketplace platform. The Company’s technologies and services are designed to give buyers choice and relevant inventory and enable sellers to offer their inventory for sale, virtually anytime and anywhere. It develops user interfaces, buyer, seller and developer tools and transaction processing, database and network applications that help enable its users to complete transactions on its sites. Its platforms are accessible through an online experience, iOS and Android mobile devices and its application programming interfaces (APIs). The Company operates through segment such as Marketplace. Marketplace includes its online marketplace located at its Website and its localized counterparts, including off-platform businesses in South Korea, Japan, and Turkey, as well as its suite of mobile applications.",-1,355,EBAY.OQ,0.23740053
439,"Booking Holdings Inc. is a provider of travel and restaurant online reservation and related services. The Company offers its services through six consumer-facing brands: Booking.com, priceline.com, agoda.com, Rentalcars.com, KAYAK and OpenTable, Inc. (OpenTable). Through the Company's brands, consumers can: book a range of accommodations, including hotels, motels, resorts, homes, apartments, bed and breakfasts, hostels and other properties; make a car rental reservation or arrange for an airport taxi; make a dinner reservation; book a flight, cruise, vacation package, tour or activity. Consumers can also use its meta-search services to easily compare travel reservation information, such as airline ticket, hotel reservation and rental car reservation information, from various online travel platforms at once. Booking.com offers accommodation reservation services for approximately 2,373,000 properties in over 220 countries and territories, and in over 40 languages.",-1,439,BKNG.OQ,0.23410968
2506,"TripAdvisor, Inc. is an online travel company that owns and operates a portfolio of online travel brands. The Company operates through two segments: Hotels, Media & Platform, and Experiences & Dining. Hotels, Media & Platform segment is engaged in click-based advertising on Tripadvisor-branded Websites, which is primarily consists of booking links to its travel partners' Websites. It also offers subscription-based advertising to hotels, owners of bed and breakfast (B&Bs) and other specialty lodging properties. Experiences & Dining segment provide information and services that allow consumers to research and book tours, activities and experiences in travel destinations both directly through Viator, its dedicated Experiences offering, and on its Tripadvisor-branded Websites and mobile apps. It also offers information and services for consumers to research and book restaurant reservations through its online restaurant reservations offering, TheFork.",-1,2506,TRIP.OQ,0.23374188
464,"Live Nation Entertainment, Inc. is a live entertainment company that is engaged in the business of the promotion of live events. The Company’s segments include Concerts, Ticketing and Sponsorship & Advertising. The Concerts segment involves the promotion of live music events globally and its owned & operated venues and rented third-party venues. The Ticketing segment involves the management of global ticketing operations, including providing ticketing software and services to clients, and consumers with a marketplace, online and mobile, for tickets and event information through its Website, www.ticketmaster.com. The Sponsorship & Advertising segment manages the development of strategic sponsorship programs in addition to the sale of international, national and local sponsorships and placement of advertising, such as signage, promotional programs and rich media offerings.",-1,464,LYV.N,0.23060122
269,"Arista Networks, Inc. is a supplier of cloud networking solutions that use software to address the needs of Internet companies, cloud service providers and data centers for enterprise support. The Company develops, markets and sells cloud networking solutions, which consist of Extensible Operating System (EOS), a set of network applications and its Ethernet switching and routing platforms. The Company software supports VMware NSX, OpenConfig/YANG and Microsoft System Center for orchestration and provisioning, enabling workload mobility and automatic provisioning of physical switches. Its EOS software enables user, through application programming interfaces (APIs), to write their own scripts to customize and optimize their networks.",-1,269,ANET.N,0.23041792
38,"VeriSign, Inc. is a global provider of domain name registry services and Internet infrastructure. The Company enables the security, stability, and resiliency of key Internet infrastructure and services, including providing root zone maintainer services, operating two global Internet root servers, and providing registration services and authoritative resolution for the .com and .net top-level domains (TLDs), which supports the majority of global electronic-commerce. It operates the authoritative directory and the back-end systems for all .com, .net, .cc, .tv, .gov, .jobs, .edu and .name domain names, among others. The Company's services allow individuals and organizations to establish their online identities, while providing the secure, always-on access they need to communicate and transact reliably with online audiences. It also provides internationalized domain name (IDN) services that enable Internet users to access domain names in characters representing their local language.",-1,38,VRSN.OQ,0.22865754
81,"JPMorgan Chase & Co. is a financial holding company. The Company is engaged in investment banking, financial services and asset management. It operates in four segments, as well as a Corporate segment. Its segments are Consumer & Community Banking, Corporate & Investment Bank, Commercial Banking and Asset Management. The Consumer & Community Banking segment offers services to consumers and businesses through bank branches, automatic teller machines, online, mobile and telephone banking. The Corporate & Investment Bank segment, comprising Banking and Markets and Investor Services, offers investment banking, market-making, prime brokerage, and treasury and securities products and services to corporations, investors, financial institutions, and government and municipal entities. The Commercial Banking segment provides financial solutions, including lending, treasury services, investment banking and asset management. The Asset Management segment comprises investment and wealth management.",-1,81,JPM.N,0.22714648
5171,"Harman International Industries Inc is also known as HARMAN International (HARMAN) is United States-based company. The Company provides designs and engineers connected products and solutions for automakers, consumers, and enterprises worldwide, including connected car systems, audio and visual products, enterprise automation solutions; and services supporting the Internet of Things. Its brands includes, AKG, Harman Kardon, Infinity, JBL, Lexicon, Mark Levinson, and Revel. HARMAN provides audio and connected car systems services. It offers software services of mobile devices and systems which are connected, integrated and secure across all platforms, from work and home to car and mobile. HARMAN is wholly owned subsidiary of Samsung Electronics Co, LTD.",-1,5171,HAR.N^C17,0.22712949
5236,"PetSmart, Inc. is a United States-based company, which is a pet retailer of services and solutions for the needs of pets. The Company provides a range of pet food and pet products. The Company offers dog training, pet grooming, pet boarding, PetSmart Doggie Day Camp day care services and pet adoption services in-store. The Company’s portfolio of digital resources for pet parents, including PetSmart.com, PetFoodDirect.com, Pet360.com and petMD.com, offers online pet supplies and pet care information in the United States. PetSmart, PetSmart Charities and PetSmart Charities of Canada work with nearly 4,000 animal welfare organizations to bring adoptable pets into stores. It operates approximately 1,650 pet stores in the United States, Canada and Puerto Rico, as well as more than 200 in-store PetSmart PetsHotel dog and cat boarding facilities.",-1,5236,PETM.OQ^C15,0.22641551
51,"Paycom Software, Inc. is a provider of a cloud-based human capital management (HCM) software solution delivered as Software-as-a-Service (SaaS). The Company provides functionality and data analytics that businesses need to manage the complete employment life cycle from recruitment to retirement. The Company's applications streamline client processes and provide clients and their employees with the ability to directly access and manage administrative processes, including applications that identify candidates, on-board employees, manage time and labor, administer payroll deductions and benefits, manage performance, terminate employees and administer post-termination health benefits, such as COBRA. The Company's solution allows clients to analyze employee information to make business decisions. The Company's HCM solution offers a range of applications, including talent acquisition, time and labor management, payroll, talent management and human resources (HR) management applications.",-1,51,PAYC.N,0.21974193
304,"Wynn Resorts, Limited (Wynn Resorts) is a developer, owner and operator of destination casino resorts that integrate accommodations and a range of amenities, including dining outlets, retail offerings, entertainment theaters and meeting complexes. The Company's segments include Macau Operations and Las Vegas Operations. The Company's Macau Operations include Wynn Macau and Wynn Palace. It also includes Encore, an expansion at Wynn Macau. The Company's Las Vegas Operations include Wynn Las Vegas and Encore, an expansion at Wynn Las Vegas. Wynn Las Vegas is located at the intersection of the Las Vegas Strip and Sands Avenue. As of December 31, 2016, it occupied approximately 215 acres of land fronting the Las Vegas Strip. As of December 31, 2016, the Company owned approximately 18 acres across Sands Avenue. The Company is constructing Wynn Boston Harbor, an integrated casino resort in Everett, Massachusetts.",-1,304,WYNN.OQ,0.21742445
23,"Paychex, Inc. is a provider of integrated human capital management (HCM) solutions for payroll, human resource (HR), retirement and insurance services for small- to medium-sized businesses in the United States. It combines its software-as-a-service (SaaS) technology and mobility platform with personal service and allows business owners to focus on the growth and management of their business. The Company, through its HCM software-as-a-service platform, Paychex Flex, provides an integrated product suite that covers the employee life cycle from recruiting and hiring to retirement. Its Paychex Flex uses a device-independent design throughout its HCM suite, which allows functionality of all application components, regardless of device or screen size.",-1,23,PAYX.OQ,0.21414107
264,"Ulta Beauty, Inc. is a holding company for the Ulta Beauty group of companies. The Company is a beauty retailer. The Company offers cosmetics, fragrance, skin, hair care products and salon services. The Company offers approximately 20,000 products from over 500 beauty brands across all categories, including the Company’s own private label. The Company also offers a full-service salon in every store featuring hair, skin and brow services. The Company operates approximately 970 retail stores across over 48 states and the District of Columbia and also distributes its products through its Website, which includes a collection of tips, tutorials and social content. The Company offers makeup products, such as foundation, face powder, concealer, color correcting, face primer, blush, bronzer, contouring, highlighter, setting spray, shampoos, conditioners, hair styling products, hair styling tools and perfumes. The Company also offers makeup brushes and tools, and makeup bags and cases.",-1,264,ULTA.OQ,0.20580386
465,"Juniper Networks, Inc. designs, develops and sells products and services for high-performance networks to enable customers to build networks for their businesses. The Company sells its products in over 150 countries in three geographic regions: Americas; Europe, the Middle East and Africa (EMEA), and Asia Pacific (APAC). The Company sells its high-performance network products and service offerings across routing, switching and security technologies. Its products and services address network requirements for its customers, including Cloud, Service Provider, and Enterprise. The Company offers its customers various services including maintenance and support, professional services, and education and training programs. The Company's Junos Platform enables its customers to expand network software into the application space and deploy software clients to control delivery. The Junos Platform includes a range of products, such as Junos Operating System (OS) Evolved.",-1,465,JNPR.N,0.2030872
5188,"Jefferies Financial Group Inc. is engaged in investment banking and capital markets, asset management and direct investing. The Company's segments include Investment Banking and Capital Markets, and Asset Management. The Investment Banking and Capital Markets segment includes investment banking, capital markets and other related services. Investment banking provides underwriting and financial advisory services to clients across various industry sectors in the Americas, Europe and Asia Pacific. Capital markets businesses operate across the spectrum of equities and fixed income products. The Asset Management segment includes managing, investing in and providing services to a diverse group of alternative asset management platforms across a spectrum of investment strategies and asset classes. Asset Management offers institutional clients a range of investment strategies through its affiliated managers. Merchant Banking consists of Its various merchant banking businesses and investments.",-1,5188,JEF.N,0.20006329
