,Instrument,Business Description
56,GWO.TO,"Great-West Lifeco Inc. (Lifeco) is a financial service holding company. The Company has interests in the life insurance, health insurance, asset management, investment and retirement savings, and reinsurance businesses. Its segments include Canada, United States, Europe, Capital and Risk Solutions and Lifeco Corporate. Lifeco has operations in Canada, the United States, Europe and Asia through The Great-West Life Assurance Company, London Life Insurance Company, The Canada Life Assurance Company (Canada Life), Great-West Life & Annuity Insurance Company, Putnam Investments, LLC (Putnam), Canada Life Limited and Irish Life Group Limited (Irish Life). The Company operates in Canada, the United States and Europe under the brands Canada Life, Empower Retirement, Putnam Investments and Irish Life."
57,DML.TO,"Denison Mines Corp. is a uranium exploration and development company. The Company is engaged in the acquisition, exploration and development of uranium properties, extraction, processing and selling of uranium. The Company operates in three segments: the Mining segment, the Environmental Services segment, and the Corporate and Other segment. The Mining segment includes activities related to exploration, evaluation and development, mining, milling and the sale of mineral concentrates. The Environmental Services segment includes the operations of the Company's environmental services business, Denison Environmental Services (DES). The Corporate and Other segment includes its provision of general administrative and management services to Uranium Participation Corporation (UPC). The Company holds interests in exploration and evaluation projects located in Canada. Its mineral property interests in Canada include Wheeler River; Bachman Lake; Bell Lake; Crawford Lake; Torwalt Lake and Wolly."
58,CAS.TO,"Cascades Inc. is a paper and packaging company that produces, converts and sells packaging and tissue products composed primarily of recycled fibers. The Company operates through four segments: Containerboard, Boxboard Europe, Specialty Products (which constitutes the Company's Packaging Products) and Tissue Papers. The Containerboard segment is a manufacturer of containerboard and converter of corrugated products in North America. The Boxboard Europe segment is engaged in manufacturing coated boxboard in Europe. The Specialty Products Group manufactures industrial packaging, consumer packaging products, and is also involved in recovery and recycling. The Tissue Papers segment operates units that manufacture and convert tissue papers for the Away-from-Home and consumer products markets. In Europe, Cascades operates the La Rochette mill in France that produces coated boxboard made of virgin fiber."
59,K.TO,"Kinross Gold Corporation is a gold mining company. The Company is engaged in gold mining and related activities, including exploration and acquisition of gold-bearing properties, the extraction and processing of gold-containing ore, and reclamation of gold mining properties. The Company's segments include Fort Knox, Round Mountain, Bald Mountain, Paracatu, Kupol, Maricunga, Tasiast and Chirano. Fort Knox is an open-pit gold mine located in Fairbanks, Alaska. Round Mountain open-pit mine is located in Nye County, Nevada. Bald Mountain open-pit mine is located in Nevada. The Company’s gold production and exploration activities are carried out principally in Canada, the United States, the Russian Federation, Brazil, Chile, Ghana and Mauritania. Gold is produced in the form of dore, which is shipped to refineries for final processing. Kinross also produces and sells a quantity of silver."
60,WDO.TO,"Wesdome Gold Mines Ltd. is a gold producer engaged in mining and related activities including exploration, extraction, processing, and reclamation. The Company's principal assets include the Eagle River Mine, the Mishi Mine and the Eagle River Mill located near Wawa, Ontario, together called the Eagle River Complex and the Kiena Mining and Milling Complex (Kiena Complex) and exploration properties located in Val D'Or, Quebec. The Eagle River Complex consists of two operating gold mines. The Complex consists of two claim groups totaling over 11,000 hectares and includes the Eagle River Underground Mine, the Mishi Open Pit Mine and common mineral processing facilities and permitted at 1,200 tonnes per day. The Kiena Mine Complex property consists of a contiguous group of 183 contiguous electronic map designated mining claims and one mining concession. It covers approximately an area of 7,047 hectares."
61,FCR_u.TO,"First Capital Realty Inc. (FCR) is engaged in the business of acquiring, developing, redeveloping, owning and managing mixed-use urban real estate. FCR operates through three segments: Eastern, which includes operations primarily in Quebec and Ottawa; Central, which includes the FCR's Ontario operations excluding Ottawa; and Western, which includes operations in Alberta and British Columbia. FCR's portfolio includes approximately 158 Canadian properties, totaling approximately 23.5 million square feet of gross leasable area. FCR's properties include Shops at King Liberty, 3080 Yonge Street, 2150 Lake Shore Boulevard West, Avenue and Lawrence Assets, Bayside Village, Leaside Village, Olde Oakville Market Place, Rutherford Marketplace and Edmonton Brewery District."
62,CTCa.TO,"Canadian Tire Corporation, Limited is a Canada-based company, which operates through a range of businesses. The Company's operatng segments include the Retail segment, the CT REIT segment, and the Financial Services segment. Its retail segment operates through its retail banners, including Canadian Tire, PartSource, Petroleum, Gas+, Mark’s, Mark’s Work Wearhouse, L’Equipeur, Helly Hansen, SportChek, Sports Experts, Atmosphere, Pro Hockey Life (PHL), National Sports, Sports Rousseau, and Hockey Experts. CT REIT is engaged in owning, developing and leasing of commercial properties. Financial services include business carried out by Canadian Tire Bank and CTFS Bermuda Ltd."
63,ELD.TO,"Eldorado Gold Corp is a Canada-based gold and base metals producer with mining, development and exploration operations in Turkey, Canada, Greece, Romania, and Brazil. The Company operates two gold mines in Turkey Kisladag and Efemcukuru, and two polymetallic mines in Greece Olympias and Stratoni. Its Stratoni mine is a silver-lead-zinc mine and the Olympias is a gold-silver-lead-zinc mine. The Company operates the Lamaque gold mine in Canada. The Brazil segment is engaged in operating Vila Nova, which is an iron ore mine, and is engaged in the exploration activities of Tocantinzinho project in Brazil. The Company is also developing Skouries and Perama Hill projects in Greece, and is developing Certej project in Romania. The Company's subsidiaries include Brazauro Recursos Minerais S.A., Deva Gold S.A., Hellas Gold S.A., SG Resources B.V., Thrace Minerals S.A., Thracean Gold Mining S.A. and QMX Gold Corporation, which is owns Aurbel gold mill and tailings facility."
64,WCP.TO,"Whitecap Resources Inc is a Canada-based oil and gas company. The Company is engaged in the business of acquiring, developing and holding interests in petroleum and natural gas properties and assets. It is focused on acquiring sustainable assets with Discovered Petroleum Initially In Place (DPIIP) and low current recovery factors and moving them through the development chain by converting contingent resources , probable reserves, producing reserves (cash flow). Its portfolio of assets has stable production and low base declines, which provide its shareholders with a predictable cash flow stream for monthly dividend payments."
65,WFG.TO,"West Fraser Timber Co. Ltd. is a diversified wood products company. The Company produces lumber, laminated veneer lumber (LVL), medium-density fiberboard (MDF), plywood, pulp, newsprint, wood chips, other residuals, and energy with facilities in western Canada and the southern United States. The Company's segments include Lumber, Panels, Pulp & Paper, and Corporate & Other. It offers engineered wood products. The Company holds rights to timber resources that for supplying the fiber required by its Canadian operations and have agreements for the supply of fiber required by its United States operations. It carries on its operations through subsidiaries and joint operations in British Columbia, Alberta and the southern United States. Its sawmills located in the southern United States produce SYP lumber and wood chips. Its subsidiary include, Norbord Inc., manufactures wood-based panels, oriented strand board (OSB), particleboard and related products."
66,CG.TO,"Centerra Gold Inc is a Canada-based gold mining company. The Company is focused on operating, developing, exploring and acquiring gold properties in North America, Asia and other markets worldwide. The Company operates various mines, which include the Kumtor Mine in the Kyrgyz Republic, the Mount Milligan Mine in British Columbia, Canada, the Oksut Mine in Turkey and The Thompson Creek Metals. Its holds 100% of the Kumtor gold mine through its wholly owned subsidiary Kumtor Gold Company (KGC). Kumtor is located in the Kyrgyz Republic, about 350 kilometers (km) southeast of the capital Bishkek and about 60 km north of the border with the Peoples Republic of China. The Mount Milligan project is located approximately 155 km northwest of Prince George in central British Columbia, Canada. The Oksut Mine is located in the Kayseri province of south-central Turkey, 295 km to the southeast of the capital city of Ankara and 48 km directly south of the city of Kayseri."
67,OTEX.TO,"Open Text Corp is a Canada-based company engaged in software development sector. The Company provides a platform and suite of software products and services that assist organizations in finding, utilizing, and sharing business information from any device. The Company designs, develops, markets and sells Enterprise Information Management (EIM) software and solutions. Its EIM offerings include Enterprise Content Management (ECM), Business Process Management (BPM), Customer Experience Management (CEM), Business Network, Discovery and Analytics. Its software and services allow organizations to manage the information that flows into, out of, and throughout the enterprise as part of daily operations. Its solutions incorporate collaborative and mobile technologies and are delivered for on-premises deployment, as well as through cloud, hybrid and managed hosted services models."
68,TOY.TO,"Spin Master Corp is a Canada-based children’s entertainment company. The Company creates, designs, manufactures and markets a portfolio of toys, games, products and entertainment properties. It operates three reportable operating segments: North America, Europe and Rest of World. North American segment is comprised of the United States and Canada. The European segment is comprised of the United Kingdom, France, Italy, the Netherlands, Germany, Austria, Switzerland, Belgium, Luxembourg, Slovakia, Hungary, Romania, Czech Republic, Poland, Russia and Greece. The Rest of World segment is primarily comprised of Hong Kong, China, Vietnam, India, Australia and Mexico. The Company’s portfolio includes children’s products, brands and entertainment properties which are grouped into five categories: activities, games & puzzles and plush; remote control and interactive characters; boys action and high-tech construction; pre-school and girls and outdoor."
69,SJRb.TO,"Shaw Communications Inc. (Shaw) is a diversified connectivity provider. The Company operates through three divisions: Consumer, Wireless and Business. Wireless division, through Freedom Mobile, provides wireless voice and data services through its wireless network. Wireless division operates in Ontario, Alberta and British Columbia, offering the alternative for mobile services to the three national wireless incumbent carriers. The Company offers wireless services for voice and data communications through its Wireless division. Its Wireline-Consumer division connects consumers in their homes and on the go with broadband Internet, Shaw Go Wireless Fidelity (WiFi), video (including BlueCurve TV) and traditional home phone services. Wireline-Business division provides business customers with a full suite of connectivity and managed services, including Internet, data, WiFi and phone, which enables them to focus on building their business."
70,FM.TO,"First Quantum Minerals Ltd is a Canada-based company engaged in the production of copper, nickel, gold, zinc, silver and acid, and other related activities including exploration and development of mining properties. The Company’s operating mines are Ravensthorpe, Kansashi, Sentinel, Guelb Moghrein, Cayeli, Las Cruces and Pyhasalmi. The Company has operating mines located in Zambia, Finland, Turkey, Spain and Mauritania. The Company is developing the Cobre Panama copper project in Panama, exploring the Haquira copper deposit in Peru, the Taca Taca copper-gold-molybdenum deposit in Argentina and Trident."
71,IMO.TO,"Imperial Oil Limited is an integrated oil company. The Company is engaged in all the phases of the petroleum industry in Canada, including exploration for, and production and sale of, crude oil and natural gas. Its operations are conducted in three segments: Upstream, Downstream and Chemical. Upstream operations include the exploration for, and production of, crude oil, natural gas, synthetic oil and bitumen. Downstream operations consist of the transportation and refining of crude oil, blending of refined products and the distribution and marketing of those products. Chemical operations consist of the manufacturing and marketing of various petrochemicals. The Company owns and operates approximately three refineries, which process predominantly Canadian crude oil. The Company markets petroleum products throughout Canada under its brand names, including Esso and Mobil, to all types of customers."
72,EQX.TO,"Equinox Gold Corp. is a Canada-based mining company. The Company is engaged in the development and operation of mineral properties. Its operating mines include Mesquite Gold Mine, Los Filos Mine, Mercedes Gold Mine, Aurizona Gold Mine, Fazenda mine and RDM mine. The Mesquite Gold Mine is located in Imperial County, California. The Los Filos Mine is located near the center of the Morelos-Guerrero Sedimentary Basin. The Mercedes Gold Mine is located in the State of Sonora in northern Mexico. The Aurizona Gold Mine is an open-pit gold mine with average life-of-mine production of approximately 130,000 ounces per year. The Fazenda mine is located within the Maria Preta mining district in Bahia State, Brazil. The RDM mine is located in Minas Gerais State, Brazil, approximately 560 kms north of Belo Horizonte."
73,SNC.TO,"SNC-Lavalin Group Inc. (SNC-Lavalin) is a professional services and project management company. The Company's segments include Engineering, Design and Project Management (EDPM); Nuclear; Infrastructure Services; Resources; Infrastructure EPC Projects; and Capital. Its EDPM segment includes consultancy, engineering, design and project management services. The Nuclear segment supports clients across the nuclear lifecycle. The Infrastructure Services segment includes operations and maintenance (O&M) projects, as well as the engineering, procurement and construction (EPC) offerings. The Resources segment provides a suite of delivery services to the mining and metallurgy sector. The Infrastructure EPC Projects segment includes Lump-Sum Turnkey (LSTK) construction contracts related to mass transit, heavy rail, roads, bridges, airports, ports and harbors and water infrastructure. The Capital segment is the investment, financing and asset management arm."
74,CS.TO,"Capstone Mining Corp. is a Canada-based mining company. The Company is engaged in the production of and exploration for base metals in the United States, Mexico, Canada and Chile, with a focus on copper. The Company's segments include individual mining operations of Pinto Valley (the United States), Cozamin (Mexico), Minto (Canada), Santo Domingo development project (Chile) and other. Its subsidiary, Pinto Valley Mining Corp., owns and operates copper Pinto Valley Mine located in Arizona, the United States. Capstone Gold, S.A. de C.V., its Mexican subsidiary, owns and operates copper-silver Cozamin Mine located in Zacatecas, Mexico. Minto Explorations Ltd., its Canadian subsidiary, owns and operates copper Minto Mine located in Yukon, Canada. Capstone Mining Chile SpA, its Chilean subsidiary, is performing exploration for base metal deposits in Chile. Minera Santo Domingo SCM, a Chilean subsidiary, holds the Santo Domingo copper-iron project in Chile."
75,LWRK.TO,"LifeWorks Inc, formerly Morneau Shepell Inc., is a Canada-based company, which provides personalized, digital health solutions. The Company offers feature to support employees need, when and how they need it. It delivers technology-enabled solutions that help clients with what they need to support the mental, physical, social and financial wellbeing of their people. Its solutions include employee and family assistance, health and wellness, recognition, pension and benefits administration, retirement and financial consulting, actuarial and investment services."
76,SJ.TO,"Stella-Jones Inc. is a Canada-based company that is focused on producing industrial pressure-treated wood products. The Company operates through two segments: pressure-treated wood and logs and lumber. The pressure-treated wood segment includes railway ties, utility poles, residential lumber and industrial products. The logs and lumber segment comprise of the sales of logs harvested in the course of the Company’s procurement process that are determined to be unsuitable for use as utility poles. Also included in this segment is the sale of excess lumber to local home-building markets. Its Operating plants are located in approximately six Canadian provinces and nineteen American states. The Company also operates a distribution network across North America. The Company also provides customized services, such as pre-plating, pre-boring, railway crossing panels, end-plating and bridge timbers to specification."
77,HBM.TO,"Hudbay Minerals Inc is a Canada-based diversified mining company. The Company is engaged in the production of copper concentrate, consisting of copper, gold and silver, as well as zinc metal. The Company is focused on the discovery, production and marketing of base and precious metals. The Company has assets in North and South America. Through its subsidiaries, the Company owns approximately four polymetallic mines, four ore concentrators and a zinc production facility in northern Manitoba and Saskatchewan (Canada) and Cusco (Peru), as well as a copper project in Arizona (the United States). The Company owns Constancia mine, an open pit copper mine in Peru. It owns 777 mine, an underground copper, zinc, gold and silver mine in Flin Flon, Manitoba. It owns Lalor mine, an underground zinc, copper and gold mine near Snow Lake, Manitoba. It also owns Rosemont project, a copper development project in Pima County, Arizona, in the United States."
78,SVM.TO,"Silvercorp Metals Inc. (Silvercorp) is a mining company producing silver, lead and zinc metals in concentrates from mines in China. The Company along with its subsidiaries is engaged in acquisition, exploration, development, and mining of mineral properties. Silvercorp operates several silver-lead-zinc mines, including Ying Mining District in Henan Province, China, Gaocheng (GC) silver-lead-zinc mine in Guangdong Province, China and BYP Gold-Lead-Zinc mine in Hunan Province. The Ying Mining District consists of several mines, including the SGX, HPG, TLP, LME, LMW, and HZG mines. The SGX area includes a smaller satellite deposit. Its HPG mine is a silver-gold-lead property located in the central part of the Ying district. TLP is a silver-lead mine that lies about 11 km east-southeast of SGX. The GC mine covers an area of 5.5 square kilometer (km2) that Is located approximately 200 kilometers (km) west of Guangzhou City. Its BYP mine covers a mining permit of approximately 3.67 km2."
79,NVEI.TO,"Nuvei Corp is a Canada-based company that provides electronic payment technology solutions to merchants and partners in North America, Europe, Asia Pacific and Latin America. The Company's solutions include end-to-end processing including multi-currency authorization and settlement; global gateway for acquirer and processor; checkout solution; smart routing technology; risk and chargeback management and fraud prevention tools and flexible and merchant enrollment, underwriting and onboarding platform. It also enables online payments, mobile payment , in-store payments, omnichannel-payments and cryptocurrency payments. The Company's gateway is a cloud-based system that serves as a single global connection point for mobile commerce, electronic commerce (eCommerce) and other card-not-present transactions."
80,GIL.TO,"Gildan Activewear Inc. is a manufacturer of everyday basic apparel, including activewear, underwear, socks, hosiery, and legwear products. The Company’s products are sold in North America, Europe, Asia-Pacific, and Latin America to wholesale distributors, screen printers or embellishers, as well as to retailers in North America, and directly to consumers, primarily through its own e-commerce platforms. The products it manufactures and sells are marketed under its Company-owned brands, including Gildan, American Apparel, Comfort Colors, Gildan Hammer, Gold Toe, Anvil, Alstyle, Secret, Silks, Kushyfoot, Secret Silky, Therapy Plus, Peds and MediPeds. Through a sock licensing agreement providing exclusive distribution rights in the United States and Canada, it also sells socks under the Under Armour brand."
81,TIH.TO,"Toromont Industries Ltd is a Canada-based company, which operates through two segments: Equipment Group and CIMCO. The Company's Equipment Group is involved in supply of specialized mobile equipment and industrial engines. It consists of businesses, including Toromont CAT, Battlefield-The CAT Rental Store, Sitech Mid-Canada Ltd., Toromont Energy Ltd. and AgWest Ltd. Its customer base includes infrastructure contractors, residential and commercial contractors, mining companies, forestry companies, pulp and paper producers, general contractors, utilities, municipalities, marine companies, waste handling companies and agricultural enterprises. CIMCO is involved in the design, engineering, fabrication and installation of industrial and recreational refrigeration systems with operations in Canada and the United States. Its customer base consists of companies engaged in all aspects of food and beverage industry, food and beverage processors, and recreational facilities."
82,KEY.TO,"Keyera Corp. operates an integrated Canadian-based midstream business. The Company is organized into two business units: Gathering and Processing Business Unit and Liquids Business Unit. The Gathering and Processing Business Unit owns and operates raw gas gathering pipelines and processing plants, which collect and process raw natural gas, remove waste products and separate the economic components, primarily natural gas liquids (NGLs). The Liquids Business Unit consists of Liquids Infrastructure and Marketing segments. The Liquids Infrastructure segment owns and operates a network of facilities for processing, fractionation, storage and transportation of the by-products of natural gas processing, including NGLs. The Marketing segment markets a range of products associated with its infrastructure business lines, primarily propane, butane, condensate and iso-octane, and also engaged in crude oil midstream activities."
83,STLC.TO,"Stelco Holdings Inc. is Canada-based company, which is engaged in the production and sale of steel products. The Company owns and operates technologically advanced integrated steelmaking facilities in North America. The Company produces flat-rolled value-added steels, including coated, pre-painted, cold rolled full hard, fully processed cold-rolled sheet and hot-rolled sheet products, as well as pig iron and metallurgical coke. It also produces with gauge, crown, and shape control, as well as uniformity through-coil mechanical properties. The Company's steel products are supplied to customers in the steel service centre, construction, automotive, energy, appliance, and pipe and tube industries across Canada and the United States. The Company operates from two facilities: Lake Erie Works (LEW) near Nanticoke, Ontario and Hamilton Works (HW) in Hamilton, Ontario."
84,MRU.TO,"Metro Inc. is a Canada-based company engaged in the food and pharmaceutical industry. The Company, as a retailer, franchisor or distributor, operates under various grocery banners in the conventional supermarket and discount segments. It operates approximately 327 supermarkets under the Metro and Metro Plus banners. Its approximately 232 discount stores operating under the Super C and Food Basics banners offer products at low prices to consumers who are both cost and quality-conscious. Its Adonis banner, which has approximately 13 stores, specializes in fresh products and Mediterranean and Middle-Eastern products. It also operates as a distributor for independent neighborhood grocery stores. It operates Premiere Moisson, a company specialized in artisan bakery, pastry, and deli products. It operates approximately 72 drugstores in Ontario under Metro Pharmacy and Food Basics Pharmacy banners."
85,BTO.TO,"B2Gold Corp. is a Canada-based gold producing company. The Company has operating gold mines in Mali, Namibia and the Philippines, and exploration and development projects in countries, including Colombia, Mali, Burkina Faso, Finland and Uzbekistan. The Company's producing mine projects include Fekola mine, Masbate mine and Otjikoto mine. The Fekola Gold Project is located in southwest Mali, on the border between Mali and Senegal, approximately 500 kilometers (km) due west of the capital city, Bamako. The Masbate Gold Project (MGP) is located on Masbate Island in the Philippines. The Masbate Mine is located approximately 360 km southeast of Manila. The Otjikoto Gold Project is located in the north-central part of Namibia, approximately 300 km north of Windhoek, the capital of Namibia. Its development projects include Gramalote Project and Kiaka Project."
86,ONEX.TO,"Onex Corporation (Onex) is a Canada-based company that manages and invests capital in its private equity, credit and wealth management platforms on behalf of shareholders, institutional investors and high net worth clients from around the world. The Company's platforms include: Onex Partners, private equity funds focused on mid- to large-cap opportunities in North America and Western Europe; ONCAP, private equity funds focused on middle market and smaller opportunities in North America; Onex Credit, which manages primarily non-investment grade debt through tradeable, private and opportunistic credit strategies as well as actively managed public equity and public credit funds; and Gluskin Sheff’s wealth management services. The Company has two reportable segments: Investing, which comprises the activity of investing Onex’ capital, and Asset and wealth management segment, which comprises the asset and wealth management activities provided by Onex."
87,FNV.TO,"Franco-Nevada Corporation (Franco-Nevada) is a gold-focused royalty and stream company. The Company owns a portfolio of royalty, stream and working interests, covering properties at various stages, from production to early exploration, in Latin America, United States, Canada, Australia and Africa. The Company is engaged in the management and acquisition of royalties, streams and working interests in the mining and energy sectors. Its properties in Latin America include Cobre Panama, Candelaria, Antapaccay, Guadalupe-Palmarejo, Salares Norte and Cerro San Pedro. Its properties in Canada include Sudbury, Detour Lake, Golden Highway, Hemlo, Canadian Malartic and Brucejack. Its properties in the United States include Goldstrike, Marigold, EaglePicher, Sandman, Castle Mountain, Hollister and Bald Mountain."
88,H.TO,"Hydro One Ltd is a Canada-based electricity transmission and distribution service provider. The Company’s segments include Transmission, Distribution and Other. The Transmission segment includes its transmission system that transmits high-voltage electricity from nuclear, hydroelectric, natural gas, wind and solar sources to distribution companies and industrial customers across Ontario. It owns and operates cross-border interconnections with neighboring provinces and the United States. The Distribution segment includes its distribution system that consist of f approximately 123,000 circuit kilometers of primary low-voltage power lines serving customers in rural areas. The Company’s Other segment consists of its telecommunications business, Hydro One Telecom Inc. (HOT), which provides telecommunications support for its transmission and distribution businesses."
89,CSU.TO,"Constellation Software Inc. is engaged in the development, installation and customization of software as well as in the provisioning of related professional services and support for customers globally. The Company acquires, manages and builds vertical market software businesses. Its segments include the public sector and the private sector. The public sector segment develops and distributes software solutions primarily to government and government-related customers. Its public sector segment includes Volaris Operating Group, Harris Operating Group and Total Specific Solutions Operating Group. The private sector segment develops and distributes software solutions primarily to commercial customers. Its private sector segment includes Jonas Operating Group, Perseus Operating Group and Vela Operating Group. It serves various markets, such as communications, credit unions, drink distribution, tour operators, textiles and apparel, hospitality, notaries, community care, and long-term care."
90,MFI.TO,"Maple Leaf Foods Inc. is a Canada-based company that produces food products. The Company offers its products under various brands, such as Maple Leaf, Maple Leaf Prime, Maple Leaf Natural Selections, Schneiders, Schneiders Country Naturals, Mina, Greenfield Natural Meat Co., Lightlife, Field Roast Grain Meat Co. and Swift. It operates through two segments: The Meat Protein Group and the Plant Protein Group. The Meat Protein Group is comprised of prepared meats, ready-to-cook and ready-to-serve meals, hog production and value-added fresh pork and poultry products that are sold to retail, foodservice and industrial channels. The Plant Protein Group is comprised of refrigerated plant protein products, premium grain-based protein and vegan cheese products sold to retail, foodservice and industrial channel. It operates across Canada, the United States and Asia."
91,ENGH.TO,"Enghouse Systems Limited develops enterprise software solutions for a range of vertical markets. The Company operates through two segments: the Interactive Management Group and the Asset Management Group. The Interactive Management Group specializes in customer interaction software and services that are designed to manage customer communications across the enterprise. Its technologies include contact center, attendant console, voice response, dialers, agent performance optimization and analytics that support telephony environment, deployed on premise or in the cloud. The Asset Management Group provides a range of products to telecom service providers, utilities, and the oil and gas industry. Its products include Operations Support Systems (OSS), Business Support Systems (BSS), Mobile Value Added Services (VAS) solutions and conversion services. The Asset Management Group also provides fleet routing, dispatch, scheduling, communications and emergency control center solutions."
92,RY.TO,"Royal Bank of Canada is a diversified financial services company. The Company provides personal and commercial banking, wealth management services, insurance, investor services and capital markets products and services on a global basis. The Company serves personal, business, public sector and institutional clients in Canada, and the United States. The Company's business segments include Personal and Commercial Banking, Wealth Management, Insurance, Investor and Treasury Services, Capital Markets, and Corporate Support. The Company, through its segments, serves various lines of businesses, which include Personal Financial Services, Business Financial Services, Cards and Payment Solutions, and United States Banking, Canadian Wealth Management, United States and International Wealth Management, Global Asset Management, Canadian Insurance, International Insurance, Corporate and Investment Banking, Global Markets and Other."
93,CWB.TO,"Canadian Western Bank (CWB) is a Canada-based bank engaged in offering a range of financial services. The Bank specializes in mid-market commercial banking, real estate and construction financing, and equipment financing and leasing. The Bank offers financing solutions through CWB Equipment Financing, National Leasing, CWB Maxium Financial, CWB Franchise Finance and CWB Optimum Mortgage, trust services through Canadian Western Trust and wealth advisory services through CWB Wealth Management. It offers a range of loans, such as general commercial loans, real estate project loans, personal loans and mortgages, commercial mortgages, corporate lending, and oil and gas production loans. It focuses on general commercial, agriculture, healthcare, and golf and turf sectors. It offers a range of personal banking services, including checking and savings accounts, mortgages, home equity lines of credit, personal loans and investment products through its branch network across Western Canada."
94,NWH_u.TO,"NorthWest Healthcare Properties REIT is a Canada-based open-ended real estate investment trust (REIT). The Company operates a portfolio of healthcare real estate comprised of interests in approximately 149 properties located throughout major markets in Canada, Brazil, Germany, Australia, and New Zealand. It owns and manages medical office buildings and healthcare facilities from coast to coast, including Calgary, Edmonton, Toronto, Montreal, Quebec City and Halifax. Its properties are a mix of professional office, laboratory, clinical, and pharmaceutical space. Its properties include Polimedica, Gesundheitszentrum Adlershof 1, Hollis Center, Arztehaus Lidicestrabe, Maternidade Brazil Hospital, Hospital IFOR, Caxias D'Or Hospital, Abbotsford Private Hospital, Belmont Private Hospital, Ekera Medical Centre and Dubbo Private Hospital."
95,DOO.TO,"BRP Inc. is engaged in the design, development, manufacturing, distribution and marketing of power sports and marine products. The Company’s diversified portfolio of brands and products includes for Powersports: Can-Am ATVs, SSVs and 3WVs, Ski-Doo and Lynx snowmobiles, Sea-Doo PWCs and Rotax engines for karts, motorcycles and recreational aircraft. For Marine, the portfolio of brands and products includes Evinrude outboard boat engines, Rotax engines for jet boats, and Alumacraft, Manitou, Quintrex, Stacer and Savage boats. Additionally, the Company supports its line of products with dedicated parts, accessories and clothing (PAC) business. The Company sells its products in over 120 countries. The products are sold directly through a network of approximately 3,625 dealers in over 21 countries as well as through approximately 185 distributors serving approximately 800 additional dealers."
96,TFII.TO,"TFI International Inc. is engaged in transportation and logistics services across the United States, Canada and Mexico. The Company's segments include Package and Courier, Less-Than-Truckload, Truckload, and Logistics. The Package and Courier segment consists of pickup, transport and delivery of items across North America. The Less-Than-Truckload segment offers pickup, consolidation, transport and delivery of smaller loads. The Truckload segment consists of full loads carried directly from the customer to the destination using a closed van or specialized equipment to meet customer's specific need. The Truckload segment also includes expedited transportation, flatbed, container and dedicated services. The Logistics segment offers logistics services. It offers services to retail, energy, food and beverage industries."
97,NFI.TO,"NFI Group Inc, formerly New Flyer Industries Inc (NFI), is a Canada-based bus and motor coach manufacturer and parts distributor in North America, with approximately 32 fabrication, manufacturing, distribution and service centers located across Canada and the United States . The Company provides a mass transportation solutions under several brands, New Flyer, heavy-duty transit buses; ARBOC, low-floor cutaway and medium-duty buses; MCI, motor coaches; NFI Parts, bus and coach parts, support and service. The Company's vehicles incorporate the wide range of drive systems available ranging from clean diesel, natural gas, diesel-electric hybrid, trolley-electric, battery-electric and fuel cell-electric."
98,RNW.TO,"TransAlta Renewables Inc. is a Canada-based company that owns a portfolio of renewable and natural gas power generation facilities and other infrastructure assets. The Company has interests in approximately 23 wind facilities, 13 hydroelectric facilities, seven natural gas generation facilities, one solar facility, one natural gas pipeline, and one battery storage project, representing an ownership interest of over 2,537 megawatts of owned generating capacity, located in the provinces of British Columbia, Alberta, Ontario, Quebec, New Brunswick, the States of Wyoming, Massachusetts, Minnesota and the State of Western Australia. Its facilities include South Hedland Power Station, Southern Cross, Sarnia, Parkeston, Fortescue River Gas Pipeline, Akolkolex, Appleton, Bone Creek, Galetta, Moose Rapids, Taylor Hydro, Waterton, Big Level, Le Nordais, New Richmond, Summerview 1, Wolfe Island and Kent Hills."
99,BAMa.TO,"Brookfield Asset Management Inc. is an alternative asset manager. Its operations are organized into its seven operating segments. Asset management operations include managing its listed partnerships (LP), private funds and public securities on behalf of its investors. Real estate operations include the ownership, operation and development of core office, core retail, LP investments and other properties. Renewable power operations include the ownership, operation and development of hydroelectric, wind, solar, storage and other power generating facilities. Infrastructure operations include the ownership, operation and development of utilities, transport, energy, data infrastructure and sustainable resource assets. Private equity operations include a broad range of industries and are mostly focused on business services, infrastructure services and industrials. Residential development operations consist of homebuilding, condominium development and land development."
100,CUF_u.TO,"Cominar REIT is a Canada-based real estate investment trust (REIT). The Company owns and manages properties in the Province of Quebec. Its segments include Office, Retail and Industrial and flex. It owns a portfolio of approximately 331 properties, composed of office, retail and industrial and flex buildings, of which 201 are located in the Montreal area, 111 in the Quebec City area and 19 in the Ottawa area. Its portfolio consists of approximately 11.2million square feet of office space, 9.9 million square feet of retail space and 15.4 million square feet of industrial and flex space, representing total leasable area of 36.5million square feet. Its properties include 1 to 243 Place Frontenac, 1 Antares Drive, 1080 Beaver Hall Hill, 1200 Papineau Avenue, 1600 le Corbusier Boulevard, 245 Soumande Street, 3103 Royal Boulevard, 1010 Godin Avenue and 120 de New York Street."
